,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
434,,,ac233ff5aee1,B63366,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-15T13:09:47+00:00,N,,,Hospital,max
435,12072024190130B63419,07-12-2024 19:01:30,ac233ff5ad80,B63419,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-20T16:41:22+00:00,N,,,Hospital,max
436,,,ac233ff5ab0d,,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-07-15T13:09:46+00:00,N,,,Hospital,max
437,21072024212730B63488,07-21-2024 21:27:30,ac233ff5aff8,B63488,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-22T14:20:48+00:00,N,,,Hospital,max
438,,,ac233ff5aff3,,,,,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
439,,,ac233ff5ae23,B63586,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-13T19:10:35+00:00,N,,,Hospital,max
440,,,ac233ff5aad6,,,,,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
441,,,ac233ff5b03b,B63483,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-05-26T13:07:17+00:00,N,,,Hospital,max
442,,,ac233ff5aef7,B62723,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
443,,,ac233ff5ad7e,,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-04-28T01:00:00+00:00,N,,,Hospital,max
444,,,ac233ff5af7a,B63841,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,,,Unable To Locate,2024-07-24T03:44:41+00:00,N,,,Hospital,max
445,,,ac233ff5a9b7,,,,,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
446,,,ac233ff5a9ac,B62794,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
447,,07-11-2024 19:49:30,ac233ff5a915,,,,,7-24-24 8:59 PM,NotInZone,,In Hospital,2024-07-12T07:01:20+00:00,N,,,Hospital,max
448,,,ac233ff5af24,B62535,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-18T21:07:34+00:00,N,,,Hospital,max
449,,,ac233ff5a95f,B59383,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
450,,,ac233ff5a84a,B63608,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-18T16:01:11+00:00,N,,,Hospital,max
451,,,ac233ff5a6c0,B62676,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-18T20:14:53+00:00,N,,,Hospital,max
452,,06-25-2024 20:14:30,ac233ff5a72a,,,,,7-24-24 8:59 PM,NotInZone,,In Hospital,2024-07-17T15:05:51+00:00,N,,,Hospital,max
453,23072024201300B62798,07-23-2024 20:13:00,ac233ff5a8fd,B62798,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,Rockaway,,Returned,2024-07-24T00:27:12+00:00,N,,,Hospital,max
454,,,ac233ff5acea,B63405,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-05-25T19:24:06+00:00,N,,,Hospital,max
455,,,ac233ff5a943,B63579,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
456,,,ac233ff5a87e,B59180,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,,Freight,Unable To Locate,2024-06-07T00:04:27+00:00,N,,,Hospital,max
457,,,ac233ff5ad1f,65335,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-07-15T20:15:40+00:00,N,,,Hospital,max
458,,07-12-2024 19:02:30,ac233ff5a9b3,,,,,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-20T16:41:26+00:00,N,,,Hospital,max
459,,,ac233ff5a829,B63563,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
460,,,ac233ff5aff9,B63593,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-04-29T04:45:14+00:00,N,,,Hospital,max
461,02072024171730B63340,07-02-2024 17:17:30,ac233ff5ac9e,B63340,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,2024-07-09T14:22:54+00:00,N,,,Hospital,max
462,,,ac233ff5acb3,B63549,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
463,,,ac233ff5a6c7,B64959,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 8:59 PM,,,Unable To Locate,2024-07-21T21:11:07+00:00,N,,,Hospital,max
464,21072024212830B63541,07-21-2024 21:28:30,ac233ff5ad25,B63541,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-22T14:21:05+00:00,N,,,Hospital,max
465,,,ac233ff5a920,,,,,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
466,,,ac233ff5aaf6,B61626,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 8:59 PM,,,Unable To Locate,2024-06-13T03:27:58+00:00,N,,,Hospital,max
467,21072024212800B63428,07-21-2024 21:28:00,ac233ff5aa36,B63428,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-22T14:20:26+00:00,N,,,Hospital,max
468,,,ac233ff5a848,B62579,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-19T20:35:05+00:00,N,,,Hospital,max
469,,,ac233ff5a9bb,B62754,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
470,,,ac233ff5ad4f,B63413,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-05T17:26:54+00:00,N,,,Hospital,max
471,,,ac233ff5afc7,B62793,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
472,,,ac233ff5af89,B62810,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
473,,,ac233ff5affc,B60829,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
474,,,ac233ff5a89c,B63432,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-17T15:44:01+00:00,N,,,Hospital,max
475,21072024212730B63584,07-21-2024 21:27:30,ac233ff5a76c,B63584,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-22T14:21:29+00:00,N,,,Hospital,max
476,,,ac233ff5af98,,,,,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
477,,,ac233ff5ad5a,B59660,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 8:59 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
478,,,ac233ff5acfa,65338,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-07-05T15:12:09+00:00,N,,,Hospital,max
479,,,ac233ff5ad8d,B64365,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
480,,,ac233ff5a9bf,B64344,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
481,,,ac233ff5acf0,B62587,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-23T20:06:44+00:00,N,,,Hospital,max
482,,,ac233ff5ae3c,B63637,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,98 Exit,Unable To Locate,2024-06-17T20:10:48+00:00,N,,,Hospital,max
483,,,ac233ff5ab71,B61631,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
484,08052024205700B61674,05-08-2024 20:57:00,ac233ff5a72b,B61674,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,2024-06-12T13:12:01+00:00,N,,,Hospital,max
485,,,ac233ff5ad05,,,,,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
486,,,ac233ff5ab3d,B59562,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:58 PM,Radiology 2 - Refined,,In Hospital,,N,,,Hospital,max
487,,,ac233ff5acee,B63403,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-20T16:10:23+00:00,N,,,Hospital,max
488,,,ac233ff5a8f1,B62806,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:58 PM,NotInZone,,In Hospital,,N,,,Hospital,max
489,,,ac233ff5b029,B63353,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-20T16:24:13+00:00,N,,,Hospital,max
490,08052024205730B61739,05-08-2024 20:57:30,ac233ff5af08,B61739,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,2024-06-12T13:16:53+00:00,N,,,Hospital,max
491,,,ac233ff5a907,B63548,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,NotInZone,,In Hospital,,N,,,Hospital,max
492,,,ac233ff5a8fe,B59219,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:58 PM,,,Unable To Locate,2024-06-16T12:30:23+00:00,N,,,Hospital,max
493,,,ac233ff5b009,B63629,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-22T18:48:26+00:00,N,,,Hospital,max
494,,,ac233ff5ab15,B62587,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-23T22:32:51+00:00,N,,,Hospital,max
495,,,ac233ff5af7f,B63287,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-11T16:19:49+00:00,N,,,Hospital,max
496,,,ac233ff5adb6,B63350,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-21T19:49:56+00:00,N,,,Hospital,max
497,,,ac233ff5a7dc,B63299,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-05-22T12:40:29+00:00,N,,,Hospital,max
498,,,ac233ff5ad10,B59748,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 8:58 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
499,,,ac233ff5acc7,B63610,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-13T18:27:05+00:00,N,,,Hospital,max
500,21072024212600B62672,07-21-2024 21:26:00,ac233ff5ad1d,B62672,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,98 Exit,,Returned,2024-07-22T14:21:05+00:00,N,,,Hospital,max
501,,,ac233ff5b023,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-05-29T19:38:59+00:00,N,,,Hospital,max
502,,,ac233ff5aefd,B64658,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
503,,,ac233ff5a890,B62520,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
504,,,ac233ff5a91c,B63314,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-02T17:26:00+00:00,N,,,Hospital,max
505,,,ac233ff5aa54,B63394,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-06-17T20:10:34+00:00,N,,,Hospital,max
506,21072024211800B63514,07-21-2024 21:18:00,ac233ff5ad3f,B63514,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,98 Exit,,Returned,2024-07-22T14:20:55+00:00,N,,,Hospital,max
507,,,ac233ff5aefa,B62572,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
508,,,ac233ff5ad31,B63462,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-09T14:55:30+00:00,N,,,Hospital,max
509,,,ac233ff5ae56,B63387,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-04-14T20:56:40+00:00,N,,,Hospital,max
510,,,ac233ff5aefc,B63421,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-20T05:55:43+00:00,N,,,Hospital,max
511,,,ac233ff5ae25,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-20T07:41:37+00:00,N,,,Hospital,max
512,,,ac233ff5ad94,B59176,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:58 PM,,,Unable To Locate,2024-07-24T04:00:13+00:00,N,,,Hospital,max
513,02072024171800B62599,07-02-2024 17:18:00,ac233ff5ad3b,B62599,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,98 Exit,,Returned,2024-07-23T12:41:25+00:00,N,,,Hospital,max
514,,,ac233ff5afe1,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-22T02:13:22+00:00,N,,,Hospital,max
515,,,ac233ff5afeb,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-06-15T13:56:59+00:00,N,,,Hospital,max
516,,,ac233ff5acc8,B63542,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
517,,,ac233ff5afd2,B63572,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
518,,,ac233ff5aa55,B64360,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:58 PM,,,Unable To Locate,2024-07-22T19:28:45+00:00,N,,,Hospital,max
519,,,ac233ff5afec,,,,,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
520,,,ac233ff5ad3a,B62653,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-01T08:36:45+00:00,N,,,Hospital,max
521,,,ac233ff5afcc,B63534,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-15T13:09:48+00:00,N,,,Hospital,max
522,,,ac233ff5af73,,,,,7-24-24 8:58 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
523,,,ac233ff5a86e,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-23T16:49:59+00:00,N,,,Hospital,max
524,,,ac233ff5af2d,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-11T22:49:59+00:00,N,,,Hospital,max
525,,,ac233ff5afb9,B63519,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,,,Unable To Locate,2024-07-18T14:12:44+00:00,N,,,Hospital,max
526,,,ac233ff5af2d,rental10789,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-11T22:49:59+00:00,N,,,Hospital,max
527,,,ac233ff5af0e,B64609,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
528,,07-02-2024 17:18:00,ac233ff5ad53,,,,,7-24-24 8:58 PM,98 Exit,,Returned,2024-07-23T12:38:15+00:00,N,,,Hospital,max
529,,,ac233ff5a952,B64643,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
530,21072024212730B63441,07-21-2024 21:27:30,ac233ff5af19,B63441,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,98 Exit,,Returned,2024-07-22T14:21:15+00:00,N,,,Hospital,max
531,,,ac233ff5af9b,,,,,7-24-24 8:58 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
532,,,ac233ff5aeed,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-05-09T13:40:10+00:00,N,,,Hospital,max
533,,,ac233ff5a873,B60351,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVitalSign,7-24-24 8:58 PM,,,Unable To Locate,2024-06-16T02:29:38+00:00,N,,,Hospital,max
534,,,ac233ff5ad65,B63270,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
535,,,ac233ff5b016,,,,,7-24-24 8:58 PM,,,Unable To Locate,2024-07-10T00:35:05+00:00,N,,,Hospital,max
536,,,ac233ff5af21,,,,,7-24-24 8:58 PM,,98 Exit,Unable To Locate,2024-07-18T14:25:04+00:00,N,,,Hospital,max
537,,,ac233ff5ad7d,B63451,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:58 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
538,,,ac233ff5a744,B61654,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:57 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
539,,,ac233ff5a844,B62387,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:57 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
540,,,ac233ff5afc4,B63587,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:57 PM,,,Unable To Locate,2024-07-17T08:37:33+00:00,N,,,Hospital,max
541,,,ac233ff5a961,B64619,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:57 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
542,,,ac233ff5ae81,,,,,7-24-24 8:57 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
543,,,ac233ff5ae77,B59426,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-24-24 8:57 PM,,,Unable To Locate,2024-06-16T00:50:22+00:00,N,,,Hospital,max
544,,,ac233ff5a869,B59212,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:57 PM,,,Unable To Locate,2024-06-19T17:17:06+00:00,N,,,Hospital,max
545,,,ac233ff5ae99,,,,,7-24-24 8:57 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
546,,,ac233ff5ae9f,,,,,7-24-24 8:57 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
547,,,ac233ff5ae7b,,,,,7-24-24 8:57 PM,,,Unable To Locate,2024-07-19T20:39:25+00:00,N,,,Hospital,max
548,,,ac233ff5ad24,B63349,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:57 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
549,,07-02-2024 17:18:00,ac233ff5af17,,,,,7-24-24 8:57 PM,OR 1 - Refined,,In Hospital,2024-07-17T15:05:44+00:00,N,,,Hospital,max
550,,,ac233ff5acfc,,,,,7-24-24 8:57 PM,NotInZone,,In Hospital,,N,,,Hospital,max
551,,,ac233ff5ac93,60892,,,,7-24-24 8:57 PM,ICU 3,,In Hospital,,N,,,Hospital,max
552,,,ac233ff5a867,B63564,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:57 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
553,,,ac233ff5af68,B63589,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:57 PM,,,Unable To Locate,2024-07-10T14:05:10+00:00,N,,,Hospital,max
554,,,ac233ff5a9b1,B64631,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:57 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
555,12072024161000B61520,07-12-2024 16:10:00,ac233ff5a877,B61520,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:57 PM,ICU 1 - Refined,,In Hospital,2024-07-12T18:11:19+00:00,N,,,Hospital,max
556,,,ac233ff5ae3a,B61733,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:57 PM,,,Unable To Locate,2024-04-07T14:24:53+00:00,N,,,Hospital,max
557,,06-26-2024 17:10:00,ac233ff5aba6,,,,,7-24-24 8:57 PM,OR 1 - Refined,,In Hospital,2024-06-26T19:23:33+00:00,N,,,Hospital,max
558,,,ac233ff5ad97,B59763,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 8:57 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
559,,,ac233ff5ab36,B61525,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:57 PM,NotInZone,,In Hospital,,N,,,Hospital,max
560,,,ac233ff5a9c2,B63619,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:56 PM,NotInZone,,In Hospital,,N,,,Hospital,max
561,,07-17-2024 18:58:00,ac233ff5b01c,,,,,7-24-24 8:56 PM,Freight,,Returned,2024-07-17T22:02:24+00:00,N,FL01P3,Non-Productive,Hospital,max
562,,,ac233ff5ad4d,B59204,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:56 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
563,,,ac233ff5af7d,,,,,7-24-24 8:56 PM,,,Unable To Locate,2024-07-23T14:46:54+00:00,N,,,Hospital,max
564,,,ac233ff5af94,B62849,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:56 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
565,,,ac233ff5a938,B62764,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:56 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
566,,,ac233ff5af88,B64368,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:56 PM,,,Unable To Locate,2024-06-18T19:16:26+00:00,N,,,Hospital,max
567,,,ac233ff5ae62,10763,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
568,,,ac233ff5a857,B63463,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,,,Unable To Locate,2024-06-28T21:51:26+00:00,N,,,Hospital,max
569,,,ac233ff5a899,65103,,,,7-24-24 8:55 PM,,,Unable To Locate,2024-07-23T06:20:48+00:00,N,,,Hospital,max
570,,,ac233ff5afce,B63602,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,,,Unable To Locate,2024-06-20T16:05:10+00:00,N,,,Hospital,max
571,,,ac233ff5ab8f,B65264,Ultrasound Surgical Units,Mindray,TE7 MAX,7-24-24 8:55 PM,,Rockaway,Unable To Locate,2024-07-22T23:33:51+00:00,N,,,Hospital,max
572,03072024204630B62853,07-03-2024 20:46:30,ac233ff5b020,B62853,Ultrasound Units,Mindray,TE7,7-24-24 8:55 PM,Rockaway,Trash,Returned,2024-07-19T15:24:33+00:00,N,,,Hospital,max
573,,,ac233ff5af09,,,,,7-24-24 8:55 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
574,,,ac233ff5a75d,B63438,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,NotInZone,,In Hospital,,N,,,Hospital,max
575,,,ac233ff5af77,B59089,"Monitors,VitalSigns","WelchAllyn,Inc.",VSM6000SERIES,7-24-24 8:55 PM,,,Unable To Locate,2024-06-19T15:15:48+00:00,N,,,Hospital,max
576,,,ac233ff5acdf,B63508,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,,,Unable To Locate,2024-06-18T17:03:04+00:00,N,,,Hospital,max
577,,,ac233ff5aaec,B62690,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:55 PM,NotInZone,,In Hospital,,N,,,Hospital,max
578,,,ac233ff5acd0,B62710,"Oximeters, Pulse",Masimo Corporation,Radical 7,7-24-24 8:54 PM,,,Unable To Locate,2024-07-24T03:11:59+00:00,N,,,Hospital,max
579,,,ac233ff5b01e,B62542,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:54 PM,NotInZone,,In Hospital,,N,,,Hospital,max
580,,,ac233ff5a88e,B63511,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:54 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
581,,,ac233ff5ab77,B63577,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:54 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
582,,,ac233ff5a89b,B64371,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:54 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
583,,,ac233ff5af0b,,,,,7-24-24 8:54 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
